record_id,timestamp,study_id,extraction_id,citation,first_author,year,doi,country,n_countries,feedstock_category,specific_feedstock,feedstock_single_or_mixed,feedstock_composition,co_amendment,co_amendment_present,co_amendment_class,carbonization_method,carbonization_atmosphere,biochar_modification,modification_present,modification_class,pyrolysis_temp_c,pyrolysis_temp_min_c,pyrolysis_temp_max_c,pyrolysis_temp_reported,residence_time_min,residence_time_reported,particle_size,particle_size_max_mm,particle_size_class,biochar_ph,biochar_ph_sd,biochar_ph_reported,surface_area_m2_g,surface_area_sd,surface_area_reported,ash_content_pct,ash_content_sd,ash_content_reported,functional_groups,functional_groups_std,cec_cmolc_kg,cec_sd,cec_reported,cec_reported_for,experiment_type,soil_type,soil_type_class,contamination_source,target_metals,n_metals,initial_metal_concentration,soil_ph,soil_ph_sd,soil_ph_reported,biochar_application_rate,application_rate_pct_ww,application_rate_t_ha,soil_incubation,soil_incubation_days,plant_growth_period,plant_growth_days,experimental_duration,experimental_duration_days,leafy_vegetable_species,species_common,species_scientific,n_species,edible_part,soil_bioavailability_method,bioavailability_method_std,change_in_soil_bioavailability,plant_metal_conc_control,plant_metal_conc_treated,change_in_plant_metal_uptake,bcf,baf,tf,hq,hi,cr,bcf_reported,baf_reported,tf_reported,health_risk_reported,immobilization_mechanism,mechanism_std,main_findings,randomization_reported,replication_reported,control_treatment_present,biochar_characterization_adequate,statistical_analysis_reported,overall_risk_of_bias,reviewer_initials
30,2026-07-11 15:07:09,25,25-2,Quan et al. 2024,Quan,2024,10.1007/s10653-024-02245-3,China,1,Crop residue,Sugarcane bagasse,Single,Sugarcane bagasse,None,No,None,Slow pyrolysis,NR,None,No,None,,,,NR,,NR,NR,,NR,9.82,,9.82,54.38,,54.38,,,NR,"O-H (hydroxyl, ~3432 /cm); C=C (aromatic carbon, ~1620 /cm); C-O-C (~1100 /cm); Metal-O (M-O, ~566 /cm) identified by FTIR.",OH; C=C; C-O; Fe-O,4.63,,4.63,biochar,Field,Agricultural soil,Agricultural,Naturally contaminated,Cd; Pb,2,Total Cd = 1.95 ± 0.06 mg /kg; Total Pb = 127 ± 9.45 mg /kg; Available Cd = 0.36 ± 0.03 mg /kg; Available Pb = 8.63 ± 0.92 mg /kg,6.23,0.21,6.23 +/- 0.21,10 t /ha,,10,NR,,Approximately December 2020 (vegetative harvest) to May 2021 (seed maturity),,Approximately 6 months,180,Rapeseed (Brassica napus); Shanghaiqing (Brassica campestris),Rapeseed; Shanghaiqing,Brassica napus; Brassica campestris,2,Shoot (leaves),DTPA extraction followed by ICP-MS determination,DTPA,DTPA-Cd reduced by 10.3% (Shanghaiqing) and 17.3% (Fengyou 737). DTPA-Pb reduced by 21.7% (Shanghaiqing) and 31.4% (Fengyou 737) relative to the control.,Reported graphically,Reported graphically,"Shoot Cd reduced by 28.4% (Shanghaiqing) and 43.9% (Fengyou 737). Shoot Pb also decreased significantly in both vegetables, but exact percentages were not reported.",NR,NR,"Reported. Cd translocation from roots to shoots, pods and seeds was significantly reduced after SBB application, but exact TF values were not tabulated.",NR,NR,NR,No,No,Yes,No,Surface adsorption; Surface complexation; Cation exchange; Increased soil pH; High CEC; Porous structure; Oxygen-containing functional groups; Reduced DTPA-extractable Cd and Pb; Modification of rhizosphere microbial community composition.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Microbial immobilization; Increased CEC; Pore filling / surface area; Functional group binding,Sugarcane bagasse biochar effectively reduced Cd and Pb bioavailability and accumulation in edible Brassica tissues while enhancing soil quality and rhizosphere microbial diversity under field conditions.,No,Yes,Yes,Yes,Yes,Low,Nelson
31,2026-07-11 16:09:43,26,26-1,Liu et al. 2024,Liu,2024,10.1016/j.jclepro.2024.142106,China,1,Husk,Rice husk,Single,Rice husk,Compost,Yes,Organic,Slow pyrolysis,NR,None,No,None,,,,NR,,NR,Millimeter-sized,,Milli,9.99,0.01,9.99 +/- 0.01,28.75,,28.75,34.46,3.12,34.46 +/- 3.12,O-H stretching (~3415 /cm); aliphatic C-H (~2918 /cm); aromatic C=C/C=O (~1571-1618 /cm); oxygen-containing functional groups identified by FTIR.,OH; C=O; C=C; C-H,,,NR,NR,Pot,Agricultural soil,Agricultural,Both,Cd,1,Legacy Cd = 0.68 mg /kg; Newly introduced Cd = 0.50 mg /kg 112Cd spike,6.54,,6.54,0.5% biochar + 0.5% compost (w/w),0.5,,21 days,21,60 days,60,81 days,81,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),"Isotope dilution (E-value, ECd); Tessier sequential extraction for Cd fractions; ICP-MS",Tessier sequential extraction; Isotope dilution (E-value); Sequential extraction,ECdL reduced compared with control; ECdN also reduced. Exact percentage for mm-RHCM not reported individually (only overall mm-BCCM trend presented).,Legacy Cd (shoot): ~1.78 mg /kg; Newly introduced Cd (shoot): ~1.76 mg /kg,Legacy Cd (shoot): ~1.15 mg /kg; Newly introduced Cd (shoot): ~1.18 mg /kg,Legacy Cd reduced by ~35%; Newly introduced Cd reduced by ~33%,NR,Reported; lower than control but exact numerical value for mm-RHCM not reported.,"Reported; lowest TF among the mm-BCCM group, decreasing by approximately 2.5 units (Legacy Cd) and 2.4 units (New Cd) relative to the control.",NR,NR,NR,No,Yes,Yes,No,Increased soil pH; adsorption on porous biochar surface; complexation by oxygen-containing functional groups; conversion of exchangeable Cd into less available fractions; increased DOC; enhanced cell-wall sequestration; reduced soluble Cd fraction; reduced Cd translocation from roots to shoots.,Increased soil pH; Adsorption; Surface complexation; Increased SOM/DOC; Pore filling / surface area; Functional group binding,"Millimetre-sized rice husk biochar combined with compost reduced Cd uptake, TF and BAF in lettuce by decreasing labile Cd and promoting Cd immobilization in soil.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
32,2026-07-11 16:22:39,26,26-2,Liu et al. 2024,Liu,2024,10.1016/j.jclepro.2024.142106,China,1,Husk,Rice husk,Single,Rice husk,Compost,Yes,Organic,Slow pyrolysis,NR,None,No,None,,,,NR,,NR,Micrometer-sized,,Micro,10.04,0.03,10.04 +/- 0.03,45.83,,45.83,34.46,3.12,34.46 +/- 3.12,O-H stretching (~3415 /cm); aliphatic C-H (~2918 /cm); aromatic C=C/C=O (~1571-1618 /cm); oxygen-containing functional groups confirmed by FTIR.,OH; C=O; C=C; C-H,,,NR,NR,Pot,Agricultural soil,Agricultural,Both,Cd,1,Legacy Cd = 0.68 mg /kg; Newly introduced Cd = 0.50 mg /kg 112Cd spike,6.54,,6.54,0.5% biochar + 0.5% compost (w/w),0.5,,21 days after Cd spiking before transplanting lettuce,21,60 days,60,81 days,81,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),"sotope dilution (E-value, ECd); Tessier sequential extraction; ICP-MS",Tessier sequential extraction; Isotope dilution (E-value); Sequential extraction,"ECdL and ECdN both decreased compared with the control; however, exact percentages for the um-RHCM treatment were not reported separately.",Legacy Cd (shoot): ~1.78 mg /kg; Newly introduced Cd (shoot): ~1.76 mg /kg,Legacy Cd (shoot): ~0.96 mg /kg; Newly introduced Cd (shoot): ~0.98 mg /kg,Legacy Cd reduced by ~46%; Newly introduced Cd reduced by ~44%,NR,Reported to decrease compared with the control; exact value for um-RHCM not reported.,Reported to decrease compared with the control; exact numerical value for um-RHCM not reported separately.,NR,NR,NR,No,Yes,Yes,No,Increased soil pH; adsorption on biochar surface; complexation by oxygen-containing functional groups; transformation of exchangeable Cd into less available fractions; increased DOC; enhanced Cd sequestration in root cell walls; reduced Cd translocation from roots to shoots.,Increased soil pH; Adsorption; Surface complexation; Increased SOM/DOC; Functional group binding,Micrometre-sized rice husk biochar combined with compost reduced legacy and newly introduced Cd uptake by lettuce more effectively than millimetre-sized biochar through enhanced Cd immobilization and reduced translocation.,Yes,Yes,Yes,Yes,Yes,Very low,Nelson
33,2026-07-11 16:31:41,26,26-3,Liu et al. 2024,Liu,2024,10.1016/j.jclepro.2024.142106,China,1,Husk,Rice husk,Single,Rice husk,Compost,Yes,Organic,Slow pyrolysis,NR,None,No,None,,,,NR,,NR,<0.0001 mm (nano),0.0001,Nano,10.08,0.03,10.08 +/- 0.03,63.47,,63.47,34.46,3.12,34.46 +/- 3.12,O-H stretching (~3415 /cm); aliphatic C-H (~2918 /cm); aromatic C=C/C=O (~1571-1618 /cm); oxygen-containing functional groups identified by FTIR.,OH; C=O; C=C; C-H,,,NR,NR,Pot,Agricultural soil,Agricultural,Both,Cd,1,Legacy Cd = 0.68 mg /kg; Newly introduced Cd = 0.50 mg /kg 112Cd spike,6.54,,6.54,0.5% biochar + 0.5% compost (w/w),0.5,,21 days after Cd spiking before transplanting lettuce,21,60 days,60,81 days,81,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),"Isotope dilution (E-value, ECd); Tessier sequential extraction; ICP-MS",Tessier sequential extraction; Isotope dilution (E-value); Sequential extraction,"ECdL and ECdN showed the greatest reduction among the rice husk treatments; however, exact percentages for nm-RHCM were not reported separately.",Legacy Cd (shoot): ~1.78 mg /kg; Newly introduced Cd (shoot): ~1.76 mg /kg,Legacy Cd (shoot): ~0.72 mg /kg; Newly introduced Cd (shoot): ~0.74 mg /kg,Legacy Cd reduced by ~60%; Newly introduced Cd reduced by ~58%,NR,"Reported to be the lowest among the rice husk treatments, but exact numerical values for nm-RHCM were not reported separately.","Reported to be the lowest among the rice husk treatments, indicating the strongest restriction of Cd translocation; exact numerical value not reported separately.",NR,NR,NR,No,Yes,Yes,No,Increased soil pH; enhanced adsorption due to larger specific surface area; complexation by oxygen-containing functional groups; conversion of labile Cd into less available fractions; increased DOC; enhanced Cd sequestration in root cell walls; reduced Cd translocation from roots to shoots; stronger immobilization associated with nanoscale particle size.,Increased soil pH; Adsorption; Surface complexation; Increased SOM/DOC; Pore filling / surface area; Functional group binding,Nanometre-sized rice husk biochar combined with compost achieved the greatest reduction in lettuce Cd uptake and Cd translocation by maximizing Cd immobilization and decreasing Cd bioavailability in contaminated soil.,Yes,Yes,Yes,Yes,Yes,Very low,Nelson
34,2026-07-19 10:57:46,27,27-1,Moradi-Choghamarani & Ghorbani 2024,Moradi-Choghamarani,2024,10.1007/s10653-024-02110-3,Iran,1,Husk,Rice husk,Single,Rice husk,Humic acid,Yes,Organic,Slow pyrolysis,NR,None,No,None,600,600,600,600,120,120.0,<2.0 mm,2,Sieved,10.23,,10.23,62.8,,62.8,31.6,,31.6,Hydroxyl (O-H); Carboxyl (C=O); Aromatic C=C; Ether/C-O functional groups reported by FTIR.,OH; COOH; C=O; C=C; C-O,,,NR,NR,Pot,Agricultural soil,Agricultural,Naturally contaminated,Cd; Cr; Ni; Pb,4,Cd = 2.13 mg /kg; Pb = 84.7 mg /kg; Ni = 41.3 mg /kg; Cr = 68.4 mg /kg,7.48,,7.48,0.75% (optimized RH600 treatment),0.75,,14 days,14,60 days,60,74 days,74,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),DTPA extraction followed by atomic absorption spectrometry (AAS),DTPA,"DTPA-extractable Cd, Pb, Ni and Cr were reduced relative to untreated soil; exact treatment-specific percentages for RH600 were not reported.",Reported graphically,Reported graphically,"Metal uptake decreased compared with the untreated control; however, exact treatment-specific percentage reductions for RH600 were not reported.",NR,NR,NR,"non-carcinogenic risk indices were calculated and decreased relative to untreated soil, but RH600-specific numerical values were not reported separately.","decreased relative to the untreated control, but treatment-specific values were not reported separately.","carcinogenic risk was evaluated, but RH600-specific numerical values were not reported separately.",No,No,No,Yes,Increased soil pH; adsorption onto porous biochar surfaces; cation exchange; complexation with oxygen-containing functional groups; precipitation of metal species; reduced DTPA-extractable metal fractions.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Precipitation; Pore filling / surface area; Functional group binding,Rice husk biochar produced at 600 degC reduced heavy-metal bioavailability and metal accumulation in spinach while lowering estimated carcinogenic and non-carcinogenic health risks compared with untreated soil.,Yes,Yes,Yes,Yes,Yes,Very low,Nelson
35,2026-07-19 11:32:24,27,27-2,Moradi-Choghamarani & Ghorbani 2024,Moradi-Choghamarani,2024,10.1007/s10653-024-02110-3,Iran,1,Pulp,Sugar beet pulp,Single,Sugar beet pulp,Humic acid,Yes,Organic,Slow pyrolysis,NR,None,No,None,600,600,600,600,120,120.0,<2.0 mm,2,Sieved,10.67,,10.67,81.4,,81.4,24.8,,24.8,"Hydroxyl (-OH), carboxyl (C=O), aromatic C=C, ether/alcohol (C-O) functional groups identified by FTIR.",OH; COOH; C=O; C=C; C-O,,,NR,NR,Pot,Agricultural soil,Agricultural,Naturally contaminated,Cd; Cr; Ni; Pb,4,Cd = 11.06 mg /kg; Pb = 27.54 mg /kg; Ni = 125.75 mg /kg; Cr = 35.98 mg /kg.,7.05,,7.05,2.55%,2.55,,14 days,14,60 days,60,74 days,74,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),DTPA extraction followed by Atomic Absorption Spectrophotometry (AAS).,DTPA,"DTPA-extractable Cd, Pb, Ni and Cr decreased relative to untreated soil; however, treatment-specific percentage reductions for SBP600 were not reported.",Reported graphically,Reported graphically,Heavy-metal accumulation decreased compared with untreated soil; exact treatment-specific percentage reductions were not reported.,NR,NR,NR,Calculated in the study but no SBP600-specific numerical values were reported separately.,Calculated in the study but no SBP600-specific numerical values were reported separately.,Calculated in the study but no SBP600-specific numerical values were reported separately.,No,No,No,Yes,"Increased soil pH; adsorption onto porous biochar surfaces; cation exchange; complexation with oxygen-containing functional groups; precipitation of heavy metals; reduction of DTPA-extractable metal fractions, thereby decreasing plant uptake.",Increased soil pH; Adsorption; Surface complexation; Ion exchange; Precipitation; Pore filling / surface area; Functional group binding,"Sugar beet pulp biochar produced at 600 degC exhibited better performance than SBP300 by reducing the phytoavailability and accumulation of Cd, Pb, Ni and Cr in spinach and consequently lowering estimated human health risks. Higher pyrolysis temperature improved biochar properties, including greater surface area and alkalinity.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
36,2026-07-19 12:35:26,28,28-1,Nzediegwu et al. 2020,Nzediegwu,2020,10.1007/s11270-020-04512-2,Canada,1,Peel,Plantain peel,Single,Plantain peel,None,No,None,Slow pyrolysis,NR,None,No,None,460,460,460,460,10,10.0,<2.0 mm,2,Sieved,10.6,0.1,10.6 +/- 0.1,0.76,0.01,0.76 +/- 0.01,28,,28.0,Functional groups were not characterized by FTIR. SEM revealed predominantly microporous structure suitable for heavy-metal adsorption.,Other,,,NR,NR,Lysimeter,Sandy soil,Agricultural,Naturally contaminated,Cd; Cr; Cu; Fe; Pb; Zn,6,Synthetic wastewater contained Cd = 5 mg /L; Cr = 2 mg /L; Cu = 8 mg /L; Fe = 120 mg /L; Pb = 16 mg /L; Zn = 3 mg /L.,5.5,,5.5,1% (w/w),1,,1 day (soil brought to field capacity before planting),1,62 days after transplanting (two harvests at 42 and 62 days),62,62 days,62,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),Total soil heavy metals determined after nitric acid digestion using ICP-OES. Sorption behaviour evaluated by distribution coefficient (Kd).,Acid digestion (total),NR,"Leaves (WW-B): Cd 20.0 ± 4.3, Cr 7.0 ± 1.4, Cu 33.9 ± 5.6, Fe 798.6 ± 125.4, Pb 51.8 ± 15.6, Zn 116.5 ± 12.0 mg /kg (Harvest 2).","Leaves (WW+B): Cd 20.1 ± 4.5, Cr 8.0 ± 2.2, Cu 36.6 ± 6.4, Fe 503.9 ± 71.4, Pb 71.6 ± 17.0, Zn 68.0 ± 9.6 mg /kg (Harvest 2).","Zn decreased by ~42% relative to wastewater control. No significant reduction was observed for Cd, Cr, Cu, Fe or Pb.",NR,NR,NR,NR,NR,NR,No,No,No,No,Increased soil pH; increased soil CEC (84% at the surface); enhanced adsorption through microporous biochar structure; increased heavy-metal sorption (particularly Cd and Zn) demonstrated by higher distribution coefficients (Kd); reduced Zn translocation to spinach leaves.,Increased soil pH; Adsorption; Increased CEC; Pore filling / surface area,"Plantain peel biochar improved soil pH and cation exchange capacity and increased heavy-metal sorption. Biochar significantly reduced Zn accumulation in spinach leaves by approximately 42%, lowering Zn intake below the WHO/FAO/IAEA tolerable daily intake. However, biochar did not significantly reduce Cd, Cr, Cu, Fe or Pb accumulation, likely because of competition among co-existing metals and interactions within the rhizosphere.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
37,2026-07-19 12:50:20,29,29-1,Wang et al. 2016,Wang,2016,10.1016/j.agee.2016.05.006,China,1,Straw,Rice stem,Single,Rice stem biochar + Neorhizobium huautlense T1-17,Neorhizobium huautlense T1-17 (plant growth-promoting bacterium),Yes,Microbial,Slow pyrolysis,NR,None,No,None,400,300,500,300-500 ,,NR,<2.0 mm,2,Sieved,9.85,,9.85,,,NR,,,NR,NR,NR,39.7,,39.7,biochar,Pot,Alfisol (agricultural soil),Agricultural,Naturally contaminated,Cd; Pb,2,Total Cd = 5.8 mg /kg; Total Pb = 876 mg /kg,6.49,,6.49,3%,3,,28 days,28,60 days,60,88 days,88,Pak choi (Brassica rapa var. chinensis),Pak choi,Brassica rapa var. chinensis,1,Shoot (leaves),Water extraction (water-soluble Cd and Pb); 0.05 M DTPA extraction (DTPA-extractable Cd and Pb); ICP-OES.,DTPA; Water extraction,"Water-soluble Cd and Pb reduced by up to 55% and 88%, respectively; DTPA-extractable Cd and Pb reduced by up to 32% and 51%, respectively, compared with the control.",Cd = 13.9 ± 2.0 mg /kg; Pb = 73.1 ± 8.3 mg /kg (Chinese cabbage edible tissue).,Cd = 2.9 ± 0.5 mg /kg; Pb = 13.0 ± 2.0 mg /kg (Biochar + T1-17 treatment).,Cd concentration reduced by ~79%; Pb concentration reduced by ~82% compared with the control. Total Cd uptake reduced by ~57%; total Pb uptake reduced by ~64%.,NR,NR,NR,NR,NR,NR,No,No,No,No,Increased soil pH; reduced water-soluble and DTPA-extractable Cd and Pb; increased proportion of small soil aggregates; increased abundance of IAA-producing bacteria in the rhizosphere; reduced Cd and Pb bioavailability and uptake through the synergistic action of biochar and Neorhizobium huautlense T1-17.,Increased soil pH; Microbial immobilization,The combined application of 3% rice stem biochar and Neorhizobium huautlense T1-17 produced the greatest increase in edible biomass and the greatest reduction in Cd and Pb accumulation in Chinese cabbage. The combined treatment outperformed biochar alone by lowering soil metal bioavailability and reducing metal uptake through synergistic improvements in rhizosphere properties.,Yes,Yes,Yes,No,Yes,Low,Nelson
38,2026-07-19 13:45:23,30,30-1,Liu et al. 2024,Liu,2024,10.1016/j.envpol.2024.124254,China,1,Crop residue,Maize stover,Single,Corn stover biochar + Bacillus sp. PGP5,Bacillus sp. PGP5 (plant growth-promoting bacterium),Yes,Microbial,Slow pyrolysis,NR,None,No,None,500,500,500,500,40,40.0,<2.0 mm,2,Sieved,,,NR,,,NR,,,NR,"FTIR identified C-O (~1090 /cm), aromatic C=C (1450-1610 /cm), and oxygen-containing functional groups. SEM showed a rough, highly porous surface with thick pore walls.",C=C; C-O,,,NR,NR,Pot,Agricultural soil,Agricultural,Naturally contaminated,Cd; Pb; Zn,3,Cd = 5.82 mg /kg; Pb = 782.30 mg /kg; Zn = 529.64 mg /kg,7.47,0.03,7.47 +/- 0.03,5% (w/w),5,,30 days prior to bacterial inoculation and transplanting,30,30 days,30,60 days,60,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),"DTPA extraction followed by ICP-MS determination of available Cd, Pb and Zn.",DTPA,"Available Cd decreased by 55.96% and available Pb by 44.83% relative to the initial soil; compared with the untreated control after cultivation, available Cd was reduced by 26.35%.",Reported graphically,Reported graphically,"Cd concentration in edible lettuce decreased by 68.04%; Pb concentration decreased within the reported range of 13.57-32.50%, but the exact value for CS5 + PGP5 was not reported separately.",NR,NR,NR,NR,NR,NR,No,No,No,No,"Biochar increased soil pH and reduced DTPA-extractable Cd and Pb through adsorption, complexation and interactions with oxygen-containing functional groups. The porous biochar structure enhanced survival of Bacillus sp. PGP5, promoted rhizosphere microbial community assembly, reduced oxidative stress, increased chlorophyll synthesis, and consequently decreased Cd and Pb uptake by lettuce.",Increased soil pH; Adsorption; Surface complexation; Microbial immobilization; Pore filling / surface area; Functional group binding,"The combined application of 5% corn stover biochar and Bacillus sp. PGP5 was the most effective corn stover treatment, increasing lettuce biomass, improving chlorophyll content, reducing oxidative stress, decreasing DTPA-extractable Cd and Pb in soil, and reducing Cd accumulation in edible lettuce to below the Chinese food safety limit (200 ug /kg fresh weight).",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
39,2026-07-19 13:52:30,30,30-2,Liu et al. 2024,Liu,2024,10.1016/j.envpol.2024.124254,China,1,Husk,Rice husk,Single,Rice husk biochar + Bacillus sp. PGP5,Bacillus sp. PGP5 (plant growth-promoting bacterium),Yes,Microbial,Slow pyrolysis,NR,None,No,None,500,500,500,500,40,40.0,<2.0 mm,2,Sieved,,,NR,,,NR,,,NR,"FTIR identified O-H stretching (~3457 /cm), C=O (~1654 /cm), aromatic C=C (1450-1610 /cm), and C-O (~1090 /cm). SEM showed a porous structure with relatively smooth surfaces and thin pore walls.",OH; C=O; C=C; C-O,,,NR,NR,Pot,Agricultural soil,Agricultural,Naturally contaminated,Cd; Pb; Zn,3,Cd = 5.82 mg /kg; Pb = 782.30 mg /kg; Zn = 529.64 mg /kg,7.47,0.03,7.47 +/- 0.03,5% (w/w),5,,30 days,30,30 days,30,60 days,60,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),"DTPA extraction followed by ICP-MS determination of available Cd, Pb and Zn.",DTPA,"Available Cd decreased by 54.50% and available Pb by 42.08% relative to the initial soil; compared with the untreated control after cultivation, available Cd was reduced by 23.91%",Reported graphically,Reported graphically,"Cd concentration in edible lettuce decreased by 66.88%; Pb concentration decreased within the reported range of 13.57-32.50%, but the exact value for RH5 + PGP5 was not reported separately.",NR,NR,NR,NR,NR,NR,No,No,No,No,"Rice husk biochar immobilized Cd and Pb through adsorption, surface complexation, and oxygen-containing functional groups while increasing soil pH. The porous biochar enhanced the survival and colonization of Bacillus sp. PGP5, accelerated rhizosphere microbial community assembly, improved chlorophyll synthesis, reduced oxidative stress, and consequently lowered heavy-metal uptake by lettuce.",Increased soil pH; Adsorption; Surface complexation; Microbial immobilization; Pore filling / surface area; Functional group binding,"The combined application of 5% rice husk biochar and Bacillus sp. PGP5 significantly improved lettuce growth, reduced DTPA-extractable Cd and Pb in soil, and lowered Cd accumulation in edible lettuce by 66.88%. The Cd concentration in lettuce fell below the Chinese food safety limit (200 ug /kg fresh weight), demonstrating that the combined treatment can support safe vegetable production in Cd-contaminated soils.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
40,2026-07-20 10:28:57,31,31-1,Nawab et al. 2024,Nawab,2024,10.1080/15226514.2024.2357640,Pakistan,1,Straw,Wheat straw,Single,Wheat straw,None,No,None,Slow pyrolysis,N2,None,No,None,500,500,500,500,360,360.0,<2.0 mm,2,Sieved,7.7,,7.7,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Industrially contaminated topsoil,Industrial,Naturally contaminated,Cd; Cr; Cu; Ni; Pb; Zn,6,Cr = 522 mg /kg; Zn = 831 mg /kg; Pb = 610 mg /kg; Cu = 719 mg /kg; Ni = 251 mg /kg; Cd = 16.5 mg /kg,6.7,,6.7,3% (w/w),3,,NR,,NR,,NR,,Coriander (Coriandrum sativum),Coriander,Coriandrum sativum,1,Shoot (leaves),"Extraction using 0.05 M EDTA-Na2, 0.01 M CaCl2 and 0.1 M triethanolamine, followed by ICP-MS determination",CaCl2; EDTA,"Bioavailable Cr, Zn, Pb, Cu, Ni and Cd were significantly reduced relative to the control.",NR,NR,reduced plant THM accumulation by 16.3-46.5% overall.,NR,Cr = 0.03; Zn = 0.06; Pb = 0.04; Cu = 0.04; Ni = 0.05; Cd = 0.33,NR,"Calculated for adults and children. Values were below 1 for Cr, Zn, Pb, Cu and Ni, whereas Cd remained above 1.",Reduced compared with the control and reported as below 1,"CR values for Cr, Pb and Cd were reduced at WSB 3% compared with WSB 1% and the control.",No,Yes,No,Yes,Increased soil pH; adsorption on biochar reactive surfaces; electrostatic interaction; complexation with surface groups; ion exchange; reduced soluble or extractable metal fractions; and consequent reduction in metal bioavailability and plant accumulation.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Electrostatic interaction,"Application of 3% wheat straw biochar increased soil pH from 6.7 to 7.6 and increased coriander biomass to 11.6 g, representing a reported 63.3% increase relative to the 7.1 g control. It significantly reduced soil THM bioavailability and plant accumulation. The reported concentration-index values for WSB 3% were Cr = 0.54, Zn = 0.77, Pb = 0.59, Cu = 0.68, Ni = 0.62, and Cd = 0.53. WSB 3% performed better than WSB 1%, but less effectively overall than 3% composite and orange-peel biochars.",Yes,Yes,Yes,No,Yes,Low,Nelson
41,2026-07-20 10:48:05,31,31-2,Nawab et al. 2024,Nawab,2024,10.1080/15226514.2024.2357640,Pakistan,1,Peel,Orange peel,Single,Orange peel,None,No,None,Slow pyrolysis,N2,None,No,None,500,500,500,500,360,360.0,<2.0 mm,2,Sieved,7.9,,7.9,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Industrially contaminated topsoil,Industrial,Naturally contaminated,Cd; Cr; Cu; Ni; Pb; Zn,6,Cr = 522 mg /kg; Zn = 831 mg /kg; Pb = 610 mg /kg; Cu = 719 mg /kg; Ni = 251 mg /kg; Cd = 16.5 mg /kg,6.7,,6.7,3% (w/w),3,,NR,,NR,,NR,,Coriander (Coriandrum sativum),Coriander,Coriandrum sativum,1,Shoot (leaves),"Extraction with 0.05 M EDTA-Na2, 0.01 M CaCl2 and 0.1 M triethanolamine, followed by ICP-MS determination",CaCl2; EDTA,from control to OPB 3% as follows: Cr 46 → 21 mg /kg (54.35% reduction); Zn 87 → 42 mg /kg (51.72% reduction); Pb 57 → 33 mg /kg (42.11% reduction); Cu 63 → 35 mg /kg (44.44% reduction); Ni 24 → 11 mg /kg (54.17% reduction); Cd 8 → 3 mg /kg (62.50% reduction).,Cr = 25 mg /kg; Zn = 49 mg /kg; Pb = 30 mg /kg; Cu = 35 mg /kg; Ni = 16 mg /kg; Cd = 6 mg /kg.,Cr = 10 mg /kg; Zn = 31 mg /kg; Pb = 16 mg /kg; Cu = 18 mg /kg; Ni = 7 mg /kg; Cd = 4 mg /kg for OPB 3%.,Cr 60.00% reduction; Zn 36.73% reduction; Pb 46.67% reduction; Cu 48.57% reduction; Ni 56.25% reduction; Cd 33.33% reduction. Overall reduction range of 20.6-59.2% across treatments and metals.,NR,Cr = 0.03; Zn = 0.05; Pb = 0.05; Cu = 0.04; Ni = 0.05; Cd = 0.55.,NR,"HQ values were reported as <1 for Cr, Zn, Pb, Cu and Ni, while Cd remained >1. The article explicitly reports adult HQ for Cr under OPB 3% as 3.21 x 10-3; complete OPB 3%-specific HQ values",Children: 1.06 for OPB 3%. Adult: Below 1,NR,No,Yes,No,Yes,Increased soil pH; adsorption onto biochar reactive surfaces; electrostatic interaction; ion exchange; complexation with surface functional groups; reduction of extractable metal fractions; and consequent reduction in plant accumulation.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Electrostatic interaction; Functional group binding,"Application of 3% orange peel biochar increased soil pH from 6.7 to 8.0 and increased coriander biomass to 11.8 g, corresponding to a reported 66.1% increase relative to the 7.1 g control. OPB 3% significantly reduced bioavailable and plant concentrations of all six metals. The reported concentration-index values were Cr = 0.40, Zn = 0.63, Pb = 0.52, Cu = 0.51, Ni = 0.43, and Cd = 0.79. OPB generally performed better than WSB and RHB but less effectively than the composite biochar.",Yes,Yes,Yes,No,Yes,Low,Nelson
